form;field_id;description_en;method;relevant_charge_card;notes
B1;200/02;Domestic general government (210+220+230+240+250) — >1yr ≤5yr;calculate;N;
B1;200/03;Domestic general government (210+220+230+240+250) — >5yr;calculate;N;
B1;200/04;Domestic general government (210+220+230+240+250) — total cols 01-03;calculate;N;
B1;200/05;Domestic general government (210+220+230+240+250) — discount credit;calculate;N;
B1;200/06;Domestic general government (210+220+230+240+250) — bills held;calculate;N;
B1;200/07;Domestic general government (210+220+230+240+250) — fiduciary loans;calculate;N;
B1;200/08;Domestic general government (210+220+230+240+250) — syndicated (memo);calculate;N;
B1;200/09;Domestic general government (210+220+230+240+250) — reverse repo (memo);calculate;N;
B1;201/01;  of which: off-budget entities (211+221+231+251) — ≤1yr;calculate;N;
B1;201/02;  of which: off-budget entities (211+221+231+251) — >1yr ≤5yr;calculate;N;
B1;201/03;  of which: off-budget entities (211+221+231+251) — >5yr;calculate;N;
B1;201/04;  of which: off-budget entities (211+221+231+251) — total cols 01-03;calculate;N;
B1;201/05;  of which: off-budget entities (211+221+231+251) — discount credit;calculate;N;
B1;201/06;  of which: off-budget entities (211+221+231+251) — bills held;calculate;N;
B1;201/07;  of which: off-budget entities (211+221+231+251) — fiduciary loans;calculate;N;
B1;201/08;  of which: off-budget entities (211+221+231+251) — syndicated (memo);calculate;N;
B1;201/09;  of which: off-budget entities (211+221+231+251) — reverse repo (memo);calculate;N;
B1;300/01;Domestic non-banks (100+200) — ≤1yr;calculate;Y;
B1;300/02;Domestic non-banks (100+200) — >1yr ≤5yr;calculate;Y;
B1;300/03;Domestic non-banks (100+200) — >5yr;calculate;Y;
B1;300/04;Domestic non-banks (100+200) — total cols 01-03;calculate;Y;
B1;300/05;Domestic non-banks (100+200) — discount credit;calculate;Y;
B1;300/06;Domestic non-banks (100+200) — bills held;calculate;Y;
B1;300/07;Domestic non-banks (100+200) — fiduciary loans;calculate;Y;
B1;300/08;Domestic non-banks (100+200) — syndicated (memo);calculate;Y;
B1;300/09;Domestic non-banks (100+200) — reverse repo (memo);calculate;Y;
B1;400/01;Foreign non-banks (421+422) — ≤1yr;calculate;N;
B1;400/02;Foreign non-banks (421+422) — >1yr ≤5yr;calculate;N;
B1;400/03;Foreign non-banks (421+422) — >5yr;calculate;N;
B1;400/04;Foreign non-banks (421+422) — total cols 01-03;calculate;N;
B1;400/05;Foreign non-banks (421+422) — discount credit;calculate;N;
B1;400/06;Foreign non-banks (421+422) — bills held;calculate;N;
B1;400/07;Foreign non-banks (421+422) — fiduciary loans;calculate;N;
B1;400/08;Foreign non-banks (421+422) — syndicated (memo);calculate;N;
B1;400/09;Foreign non-banks (421+422) — reverse repo (memo);calculate;N;
B1;500/01;All non-banks (300+400) — ≤1yr;calculate;Y;
B1;500/02;All non-banks (300+400) — >1yr ≤5yr;calculate;Y;
B1;500/03;All non-banks (300+400) — >5yr;calculate;Y;
B1;500/04;All non-banks (300+400) — total cols 01-03;calculate;Y;
B1;500/05;All non-banks (300+400) — discount credit;calculate;Y;
B1;500/06;All non-banks (300+400) — bills held;calculate;Y;
B1;500/07;All non-banks (300+400) — fiduciary loans;calculate;Y;
B1;500/08;All non-banks (300+400) — syndicated (memo);calculate;Y;
B1;500/09;All non-banks (300+400) — reverse repo (memo);calculate;Y;
B7;114/01;Domestic non-financial corporations — revolving loans and overdrafts;input;Y;
B7;114/02;Domestic non-financial corporations — convenience credit card (charge card);input;Y;
B7;114/03;Domestic non-financial corporations — extended credit card (revolving card);input;Y;
B7;121/01;Domestic — economically independent households — revolving loans and overdrafts;input;Y;
B7;121/02;Domestic — economically independent households — convenience credit card (charge card);input;Y;
B7;121/03;Domestic — economically independent households — extended credit card (revolving card);input;Y;
B7;122/01;Domestic — employed households — revolving loans and overdrafts;input;Y;
B7;122/02;Domestic — employed households — convenience credit card (charge card);input;Y;
B7;122/03;Domestic — employed households — extended credit card (revolving card);input;Y;
B7;123/01;Domestic — other households — revolving loans and overdrafts;input;Y;
B7;123/02;Domestic — other households — convenience credit card (charge card);input;Y;
B7;123/03;Domestic — other households — extended credit card (revolving card);input;Y;
B7;130/01;Domestic — non-profit institutions — revolving loans and overdrafts;input;Y;
B7;130/02;Domestic — non-profit institutions — convenience credit card (charge card);input;Y;
B7;130/03;Domestic — non-profit institutions — extended credit card (revolving card);input;Y;
B7;214/01;EA non-financial corporations — revolving loans and overdrafts;input;Y;
B7;214/02;EA non-financial corporations — convenience credit card (charge card);input;Y;
B7;214/03;EA non-financial corporations — extended credit card (revolving card);input;Y;
B7;221/01;EA — economically independent households — revolving loans and overdrafts;input;Y;
B7;221/02;EA — economically independent households — convenience credit card (charge card);input;Y;
B7;221/03;EA — economically independent households — extended credit card (revolving card);input;Y;
B7;222/01;EA — employed households — revolving loans and overdrafts;input;Y;
B7;222/02;EA — employed households — convenience credit card (charge card);input;Y;
B7;222/03;EA — employed households — extended credit card (revolving card);input;Y;
B7;223/01;EA — other households — revolving loans and overdrafts;input;Y;
B7;223/02;EA — other households — convenience credit card (charge card);input;Y;
B7;223/03;EA — other households — extended credit card (revolving card);input;Y;
B7;230/01;EA — non-profit institutions — revolving loans and overdrafts;input;Y;
B7;230/02;EA — non-profit institutions — convenience credit card (charge card);input;Y;
B7;230/03;EA — non-profit institutions — extended credit card (revolving card);input;Y;
B7;120/01;Domestic households total (121+122+123) — revolving loans and overdrafts;calculate;Y;
B7;120/02;Domestic households total (121+122+123) — convenience credit card (charge card);calculate;Y;
B7;120/03;Domestic households total (121+122+123) — extended credit card (revolving card);calculate;Y;
B7;140/01;Domestic households+NPIs (120+130) — revolving loans and overdrafts;calculate;Y;
B7;140/02;Domestic households+NPIs (120+130) — convenience credit card (charge card);calculate;Y;
B7;140/03;Domestic households+NPIs (120+130) — extended credit card (revolving card);calculate;Y;
B7;220/01;EA households total (221+222+223) — revolving loans and overdrafts;calculate;Y;
B7;220/02;EA households total (221+222+223) — convenience credit card (charge card);calculate;Y;
B7;220/03;EA households total (221+222+223) — extended credit card (revolving card);calculate;Y;
B7;240/01;EA households+NPIs (220+230) — revolving loans and overdrafts;calculate;Y;
B7;240/02;EA households+NPIs (220+230) — convenience credit card (charge card);calculate;Y;
B7;240/03;EA households+NPIs (220+230) — extended credit card (revolving card);calculate;Y;
C1;130/01;Non-profit institutions — overnight;input;Y;
C1;130/02;Non-profit institutions — ≤1yr;input;Y;
C1;130/03;Non-profit institutions — >1yr ≤2yr;input;Y;
C1;130/04;Non-profit institutions — >2yr;input;Y;
C1;130/05;Non-profit institutions — total cols 01-04;input;Y;
C1;130/06;Non-profit institutions — of which: repos;input;Y;
C1;111/01;Blank item — overnight;nil;N;
C1;111/02;Blank item — ≤1yr;nil;N;
C1;111/03;Blank item — >1yr ≤2yr;nil;N;
C1;111/04;Blank item — >2yr;nil;N;
C1;111/05;Blank item — total cols 01-04;nil;N;
C1;111/06;Blank item — of which: repos;nil;N;
C1;112/01;Insurance corporations (612+712) — overnight;input;N;
C1;112/02;Insurance corporations (612+712) — ≤1yr;input;N;
C1;112/03;Insurance corporations (612+712) — >1yr ≤2yr;input;N;
C1;112/04;Insurance corporations (612+712) — >2yr;input;N;
C1;112/05;Insurance corporations (612+712) — total cols 01-04;input;N;
C1;112/06;Insurance corporations (612+712) — of which: repos;input;N;
C1;113/01;Other financial intermediaries (613+713) — overnight;input;N;
C1;113/02;Other financial intermediaries (613+713) — ≤1yr;input;N;
C1;113/03;Other financial intermediaries (613+713) — >1yr ≤2yr;input;N;
C1;113/04;Other financial intermediaries (613+713) — >2yr;input;N;
C1;113/05;Other financial intermediaries (613+713) — total cols 01-04;input;N;
C1;113/06;Other financial intermediaries (613+713) — of which: repos;input;N;
C1;114/01;Non-financial corporations — overnight;input;Y;
C1;114/02;Non-financial corporations — ≤1yr;input;Y;
C1;114/03;Non-financial corporations — >1yr ≤2yr;input;Y;
C1;114/04;Non-financial corporations — >2yr;input;Y;
C1;114/05;Non-financial corporations — total cols 01-04;input;Y;
C1;114/06;Non-financial corporations — of which: repos;input;Y;
C1;115/01;  of which: repos (sub 713) — overnight;sub;N;
C1;115/02;  of which: repos (sub 713) — ≤1yr;sub;N;
C1;115/03;  of which: repos (sub 713) — >1yr ≤2yr;sub;N;
C1;115/04;  of which: repos (sub 713) — >2yr;sub;N;
C1;115/05;  of which: repos (sub 713) — total cols 01-04;sub;N;
C1;115/06;  of which: repos (sub 713) — of which: repos;sub;N;
C1;116/01;  of which: central counterparties (sub 713) — overnight;sub;N;
C1;116/02;  of which: central counterparties (sub 713) — ≤1yr;sub;N;
C1;116/03;  of which: central counterparties (sub 713) — >1yr ≤2yr;sub;N;
C1;116/04;  of which: central counterparties (sub 713) — >2yr;sub;N;
C1;116/05;  of which: central counterparties (sub 713) — total cols 01-04;sub;N;
C1;116/06;  of which: central counterparties (sub 713) — of which: repos;sub;N;
C1;117/01;  of which: repos denom. euro (sub 113) — overnight;sub;N;
C1;117/02;  of which: repos denom. euro (sub 113) — ≤1yr;sub;N;
C1;117/03;  of which: repos denom. euro (sub 113) — >1yr ≤2yr;sub;N;
C1;117/04;  of which: repos denom. euro (sub 113) — >2yr;sub;N;
C1;117/05;  of which: repos denom. euro (sub 113) — total cols 01-04;sub;N;
C1;117/06;  of which: repos denom. euro (sub 113) — of which: repos;sub;N;
C1;118/01;  of which: FVCs (sub 713) — overnight;sub;N;
C1;118/02;  of which: FVCs (sub 713) — ≤1yr;sub;N;
C1;118/03;  of which: FVCs (sub 713) — >1yr ≤2yr;sub;N;
C1;118/04;  of which: FVCs (sub 713) — >2yr;sub;N;
C1;118/05;  of which: FVCs (sub 713) — total cols 01-04;sub;N;
C1;118/06;  of which: FVCs (sub 713) — of which: repos;sub;N;
C1;119/01;  of which: financial auxiliaries (sub 713) — overnight;sub;N;
C1;119/02;  of which: financial auxiliaries (sub 713) — ≤1yr;sub;N;
C1;119/03;  of which: financial auxiliaries (sub 713) — >1yr ≤2yr;sub;N;
C1;119/04;  of which: financial auxiliaries (sub 713) — >2yr;sub;N;
C1;119/05;  of which: financial auxiliaries (sub 713) — total cols 01-04;sub;N;
C1;119/06;  of which: financial auxiliaries (sub 713) — of which: repos;sub;N;
C1;121/01;Economically independent households — overnight;input;Y;
C1;121/02;Economically independent households — ≤1yr;input;Y;
C1;121/03;Economically independent households — >1yr ≤2yr;input;Y;
C1;121/04;Economically independent households — >2yr;input;Y;
C1;121/05;Economically independent households — total cols 01-04;input;Y;
C1;121/06;Economically independent households — of which: repos;input;Y;
C1;122/01;Employed households — overnight;input;Y;
C1;122/02;Employed households — ≤1yr;input;Y;
C1;122/03;Employed households — >1yr ≤2yr;input;Y;
C1;122/04;Employed households — >2yr;input;Y;
C1;122/05;Employed households — total cols 01-04;input;Y;
C1;122/06;Employed households — of which: repos;input;Y;
C1;123/01;Other households — overnight;input;Y;
C1;123/02;Other households — ≤1yr;input;Y;
C1;123/03;Other households — >1yr ≤2yr;input;Y;
C1;123/04;Other households — >2yr;input;Y;
C1;123/05;Other households — total cols 01-04;input;Y;
C1;123/06;Other households — of which: repos;input;Y;
C1;131/01;  of which: NPIs non-market producers (sub 130) — overnight;sub;N;
C1;131/02;  of which: NPIs non-market producers (sub 130) — ≤1yr;sub;N;
C1;131/03;  of which: NPIs non-market producers (sub 130) — >1yr ≤2yr;sub;N;
C1;131/04;  of which: NPIs non-market producers (sub 130) — >2yr;sub;N;
C1;131/05;  of which: NPIs non-market producers (sub 130) — total cols 01-04;sub;N;
C1;131/06;  of which: NPIs non-market producers (sub 130) — of which: repos;sub;N;
C1;140/01;  of which: captive fin. institutions (sub 713) — overnight;sub;N;
C1;140/02;  of which: captive fin. institutions (sub 713) — ≤1yr;sub;N;
C1;140/03;  of which: captive fin. institutions (sub 713) — >1yr ≤2yr;sub;N;
C1;140/04;  of which: captive fin. institutions (sub 713) — >2yr;sub;N;
C1;140/05;  of which: captive fin. institutions (sub 713) — total cols 01-04;sub;N;
C1;140/06;  of which: captive fin. institutions (sub 713) — of which: repos;sub;N;
C1;141/01;  of which: denom. euro (sub 140) — overnight;sub;N;
C1;141/02;  of which: denom. euro (sub 140) — ≤1yr;sub;N;
C1;141/03;  of which: denom. euro (sub 140) — >1yr ≤2yr;sub;N;
C1;141/04;  of which: denom. euro (sub 140) — >2yr;sub;N;
C1;141/05;  of which: denom. euro (sub 140) — total cols 01-04;sub;N;
C1;141/06;  of which: denom. euro (sub 140) — of which: repos;sub;N;
C1;210/01;Central government — overnight;input;N;
C1;210/02;Central government — ≤1yr;input;N;
C1;210/03;Central government — >1yr ≤2yr;input;N;
C1;210/04;Central government — >2yr;input;N;
C1;210/05;Central government — total cols 01-04;input;N;
C1;210/06;Central government — of which: repos;input;N;
C1;211/01;  of which: off-budget (sub 210) — overnight;sub;N;
C1;211/02;  of which: off-budget (sub 210) — ≤1yr;sub;N;
C1;211/03;  of which: off-budget (sub 210) — >1yr ≤2yr;sub;N;
C1;211/04;  of which: off-budget (sub 210) — >2yr;sub;N;
C1;211/05;  of which: off-budget (sub 210) — total cols 01-04;sub;N;
C1;211/06;  of which: off-budget (sub 210) — of which: repos;sub;N;
C1;220/01;Federal states — overnight;input;N;
C1;220/02;Federal states — ≤1yr;input;N;
C1;220/03;Federal states — >1yr ≤2yr;input;N;
C1;220/04;Federal states — >2yr;input;N;
C1;220/05;Federal states — total cols 01-04;input;N;
C1;220/06;Federal states — of which: repos;input;N;
C1;221/01;  of which: off-budget (sub 220) — overnight;sub;N;
C1;221/02;  of which: off-budget (sub 220) — ≤1yr;sub;N;
C1;221/03;  of which: off-budget (sub 220) — >1yr ≤2yr;sub;N;
C1;221/04;  of which: off-budget (sub 220) — >2yr;sub;N;
C1;221/05;  of which: off-budget (sub 220) — total cols 01-04;sub;N;
C1;221/06;  of which: off-budget (sub 220) — of which: repos;sub;N;
C1;230/01;Local government — overnight;input;N;
C1;230/02;Local government — ≤1yr;input;N;
C1;230/03;Local government — >1yr ≤2yr;input;N;
C1;230/04;Local government — >2yr;input;N;
C1;230/05;Local government — total cols 01-04;input;N;
C1;230/06;Local government — of which: repos;input;N;
C1;231/01;  of which: off-budget (sub 230) — overnight;sub;N;
C1;231/02;  of which: off-budget (sub 230) — ≤1yr;sub;N;
C1;231/03;  of which: off-budget (sub 230) — >1yr ≤2yr;sub;N;
C1;231/04;  of which: off-budget (sub 230) — >2yr;sub;N;
C1;231/05;  of which: off-budget (sub 230) — total cols 01-04;sub;N;
C1;231/06;  of which: off-budget (sub 230) — of which: repos;sub;N;
C1;240/01;Blank item — overnight;nil;N;
C1;240/02;Blank item — ≤1yr;nil;N;
C1;240/03;Blank item — >1yr ≤2yr;nil;N;
C1;240/04;Blank item — >2yr;nil;N;
C1;240/05;Blank item — total cols 01-04;nil;N;
C1;240/06;Blank item — of which: repos;nil;N;
C1;250/01;Social security funds — overnight;input;N;
C1;250/02;Social security funds — ≤1yr;input;N;
C1;250/03;Social security funds — >1yr ≤2yr;input;N;
C1;250/04;Social security funds — >2yr;input;N;
C1;250/05;Social security funds — total cols 01-04;input;N;
C1;250/06;Social security funds — of which: repos;input;N;
C1;251/01;  of which: off-budget (sub 250) — overnight;sub;N;
C1;251/02;  of which: off-budget (sub 250) — ≤1yr;sub;N;
C1;251/03;  of which: off-budget (sub 250) — >1yr ≤2yr;sub;N;
C1;251/04;  of which: off-budget (sub 250) — >2yr;sub;N;
C1;251/05;  of which: off-budget (sub 250) — total cols 01-04;sub;N;
C1;251/06;  of which: off-budget (sub 250) — of which: repos;sub;N;
C1;421/01;Foreign non-banks — enterprises+households — overnight;input;N;
C1;421/02;Foreign non-banks — enterprises+households — ≤1yr;input;N;
C1;421/03;Foreign non-banks — enterprises+households — >1yr ≤2yr;input;N;
C1;421/04;Foreign non-banks — enterprises+households — >2yr;input;N;
C1;421/05;Foreign non-banks — enterprises+households — total cols 01-04;input;N;
C1;421/06;Foreign non-banks — enterprises+households — of which: repos;input;N;
C1;422/01;Foreign non-banks — general government — overnight;input;N;
C1;422/02;Foreign non-banks — general government — ≤1yr;input;N;
C1;422/03;Foreign non-banks — general government — >1yr ≤2yr;input;N;
C1;422/04;Foreign non-banks — general government — >2yr;input;N;
C1;422/05;Foreign non-banks — general government — total cols 01-04;input;N;
C1;422/06;Foreign non-banks — general government — of which: repos;input;N;
C1;423/01;  of which: repos (sub 421) — overnight;sub;N;
C1;423/02;  of which: repos (sub 421) — ≤1yr;sub;N;
C1;423/03;  of which: repos (sub 421) — >1yr ≤2yr;sub;N;
C1;423/04;  of which: repos (sub 421) — >2yr;sub;N;
C1;423/05;  of which: repos (sub 421) — total cols 01-04;sub;N;
C1;423/06;  of which: repos (sub 421) — of which: repos;sub;N;
C1;424/01;  of which: central counterparties (sub 421) — overnight;sub;N;
C1;424/02;  of which: central counterparties (sub 421) — ≤1yr;sub;N;
C1;424/03;  of which: central counterparties (sub 421) — >1yr ≤2yr;sub;N;
C1;424/04;  of which: central counterparties (sub 421) — >2yr;sub;N;
C1;424/05;  of which: central counterparties (sub 421) — total cols 01-04;sub;N;
C1;424/06;  of which: central counterparties (sub 421) — of which: repos;sub;N;
C1;425/01;  of which: FVCs (sub 421) — overnight;sub;N;
C1;425/02;  of which: FVCs (sub 421) — ≤1yr;sub;N;
C1;425/03;  of which: FVCs (sub 421) — >1yr ≤2yr;sub;N;
C1;425/04;  of which: FVCs (sub 421) — >2yr;sub;N;
C1;425/05;  of which: FVCs (sub 421) — total cols 01-04;sub;N;
C1;425/06;  of which: FVCs (sub 421) — of which: repos;sub;N;
C1;426/01;  of which: financial trading (sub 421) — overnight;sub;N;
C1;426/02;  of which: financial trading (sub 421) — ≤1yr;sub;N;
C1;426/03;  of which: financial trading (sub 421) — >1yr ≤2yr;sub;N;
C1;426/04;  of which: financial trading (sub 421) — >2yr;sub;N;
C1;426/05;  of which: financial trading (sub 421) — total cols 01-04;sub;N;
C1;426/06;  of which: financial trading (sub 421) — of which: repos;sub;N;
C1;612/01;Insurance corporations — overnight;input;N;
C1;612/02;Insurance corporations — ≤1yr;input;N;
C1;612/03;Insurance corporations — >1yr ≤2yr;input;N;
C1;612/04;Insurance corporations — >2yr;input;N;
C1;612/05;Insurance corporations — total cols 01-04;input;N;
C1;612/06;Insurance corporations — of which: repos;input;N;
C1;613/01;Investment funds excl. MMFs — overnight;input;N;
C1;613/02;Investment funds excl. MMFs — ≤1yr;input;N;
C1;613/03;Investment funds excl. MMFs — >1yr ≤2yr;input;N;
C1;613/04;Investment funds excl. MMFs — >2yr;input;N;
C1;613/05;Investment funds excl. MMFs — total cols 01-04;input;N;
C1;613/06;Investment funds excl. MMFs — of which: repos;input;N;
C1;614/01;  of which: repos (sub 613) — overnight;sub;N;
C1;614/02;  of which: repos (sub 613) — ≤1yr;sub;N;
C1;614/03;  of which: repos (sub 613) — >1yr ≤2yr;sub;N;
C1;614/04;  of which: repos (sub 613) — >2yr;sub;N;
C1;614/05;  of which: repos (sub 613) — total cols 01-04;sub;N;
C1;614/06;  of which: repos (sub 613) — of which: repos;sub;N;
C1;615/01;  of which: repos denom. euro (sub 613) — overnight;sub;N;
C1;615/02;  of which: repos denom. euro (sub 613) — ≤1yr;sub;N;
C1;615/03;  of which: repos denom. euro (sub 613) — >1yr ≤2yr;sub;N;
C1;615/04;  of which: repos denom. euro (sub 613) — >2yr;sub;N;
C1;615/05;  of which: repos denom. euro (sub 613) — total cols 01-04;sub;N;
C1;615/06;  of which: repos denom. euro (sub 613) — of which: repos;sub;N;
C1;626/01;  of which: financial trading (sub 713) — overnight;sub;N;
C1;626/02;  of which: financial trading (sub 713) — ≤1yr;sub;N;
C1;626/03;  of which: financial trading (sub 713) — >1yr ≤2yr;sub;N;
C1;626/04;  of which: financial trading (sub 713) — >2yr;sub;N;
C1;626/05;  of which: financial trading (sub 713) — total cols 01-04;sub;N;
C1;626/06;  of which: financial trading (sub 713) — of which: repos;sub;N;
C1;631/01;  of which: Non-MFI credit institutions (sub 713) — overnight;sub;N;
C1;631/02;  of which: Non-MFI credit institutions (sub 713) — ≤1yr;sub;N;
C1;631/03;  of which: Non-MFI credit institutions (sub 713) — >1yr ≤2yr;sub;N;
C1;631/04;  of which: Non-MFI credit institutions (sub 713) — >2yr;sub;N;
C1;631/05;  of which: Non-MFI credit institutions (sub 713) — total cols 01-04;sub;N;
C1;631/06;  of which: Non-MFI credit institutions (sub 713) — of which: repos;sub;N;
C1;634/01;  of which: min-reserve Non-MFI CIs (sub 631) — overnight;sub;N;
C1;634/02;  of which: min-reserve Non-MFI CIs (sub 631) — ≤1yr;sub;N;
C1;634/03;  of which: min-reserve Non-MFI CIs (sub 631) — >1yr ≤2yr;sub;N;
C1;634/04;  of which: min-reserve Non-MFI CIs (sub 631) — >2yr;sub;N;
C1;634/05;  of which: min-reserve Non-MFI CIs (sub 631) — total cols 01-04;sub;N;
C1;634/06;  of which: min-reserve Non-MFI CIs (sub 631) — of which: repos;sub;N;
C1;635/01;  of which: repos (sub 631) — overnight;sub;N;
C1;635/02;  of which: repos (sub 631) — ≤1yr;sub;N;
C1;635/03;  of which: repos (sub 631) — >1yr ≤2yr;sub;N;
C1;635/04;  of which: repos (sub 631) — >2yr;sub;N;
C1;635/05;  of which: repos (sub 631) — total cols 01-04;sub;N;
C1;635/06;  of which: repos (sub 631) — of which: repos;sub;N;
C1;636/01;  of which: denom. euro (sub 631) — overnight;sub;N;
C1;636/02;  of which: denom. euro (sub 631) — ≤1yr;sub;N;
C1;636/03;  of which: denom. euro (sub 631) — >1yr ≤2yr;sub;N;
C1;636/04;  of which: denom. euro (sub 631) — >2yr;sub;N;
C1;636/05;  of which: denom. euro (sub 631) — total cols 01-04;sub;N;
C1;636/06;  of which: denom. euro (sub 631) — of which: repos;sub;N;
C1;637/01;  of which: repos min-reserve (sub 634) — overnight;sub;N;
C1;637/02;  of which: repos min-reserve (sub 634) — ≤1yr;sub;N;
C1;637/03;  of which: repos min-reserve (sub 634) — >1yr ≤2yr;sub;N;
C1;637/04;  of which: repos min-reserve (sub 634) — >2yr;sub;N;
C1;637/05;  of which: repos min-reserve (sub 634) — total cols 01-04;sub;N;
C1;637/06;  of which: repos min-reserve (sub 634) — of which: repos;sub;N;
C1;638/01;  of which: denom. euro min-reserve (sub 634) — overnight;sub;N;
C1;638/02;  of which: denom. euro min-reserve (sub 634) — ≤1yr;sub;N;
C1;638/03;  of which: denom. euro min-reserve (sub 634) — >1yr ≤2yr;sub;N;
C1;638/04;  of which: denom. euro min-reserve (sub 634) — >2yr;sub;N;
C1;638/05;  of which: denom. euro min-reserve (sub 634) — total cols 01-04;sub;N;
C1;638/06;  of which: denom. euro min-reserve (sub 634) — of which: repos;sub;N;
C1;712/01;Pension funds — overnight;input;N;
C1;712/02;Pension funds — ≤1yr;input;N;
C1;712/03;Pension funds — >1yr ≤2yr;input;N;
C1;712/04;Pension funds — >2yr;input;N;
C1;712/05;Pension funds — total cols 01-04;input;N;
C1;712/06;Pension funds — of which: repos;input;N;
C1;713/01;Other financial intermediaries — overnight;input;N;
C1;713/02;Other financial intermediaries — ≤1yr;input;N;
C1;713/03;Other financial intermediaries — >1yr ≤2yr;input;N;
C1;713/04;Other financial intermediaries — >2yr;input;N;
C1;713/05;Other financial intermediaries — total cols 01-04;input;N;
C1;713/06;Other financial intermediaries — of which: repos;input;N;
C1;714/01;  of which: denom. euro (sub 713) — overnight;sub;N;
C1;714/02;  of which: denom. euro (sub 713) — ≤1yr;sub;N;
C1;714/03;  of which: denom. euro (sub 713) — >1yr ≤2yr;sub;N;
C1;714/04;  of which: denom. euro (sub 713) — >2yr;sub;N;
C1;714/05;  of which: denom. euro (sub 713) — total cols 01-04;sub;N;
C1;714/06;  of which: denom. euro (sub 713) — of which: repos;sub;N;
C1;715/01;  of which: financial auxiliaries denom. euro (sub 713) — overnight;sub;N;
C1;715/02;  of which: financial auxiliaries denom. euro (sub 713) — ≤1yr;sub;N;
C1;715/03;  of which: financial auxiliaries denom. euro (sub 713) — >1yr ≤2yr;sub;N;
C1;715/04;  of which: financial auxiliaries denom. euro (sub 713) — >2yr;sub;N;
C1;715/05;  of which: financial auxiliaries denom. euro (sub 713) — total cols 01-04;sub;N;
C1;715/06;  of which: financial auxiliaries denom. euro (sub 713) — of which: repos;sub;N;
C1;716/01;  of which: FVCs denom. euro (sub 713) — overnight;sub;N;
C1;716/02;  of which: FVCs denom. euro (sub 713) — ≤1yr;sub;N;
C1;716/03;  of which: FVCs denom. euro (sub 713) — >1yr ≤2yr;sub;N;
C1;716/04;  of which: FVCs denom. euro (sub 713) — >2yr;sub;N;
C1;716/05;  of which: FVCs denom. euro (sub 713) — total cols 01-04;sub;N;
C1;716/06;  of which: FVCs denom. euro (sub 713) — of which: repos;sub;N;
C1;600/01;Memo: notice deposits in line 500 — overnight;sub;N;
C1;600/02;Memo: notice deposits in line 500 — ≤1yr;sub;N;
C1;600/03;Memo: notice deposits in line 500 — >1yr ≤2yr;sub;N;
C1;600/04;Memo: notice deposits in line 500 — >2yr;sub;N;
C1;600/05;Memo: notice deposits in line 500 — total cols 01-04;sub;N;
C1;600/06;Memo: notice deposits in line 500 — of which: repos;sub;N;
C1;700/01;Memo: not-yet-exercised termination right — overnight;sub;N;
C1;700/02;Memo: not-yet-exercised termination right — ≤1yr;sub;N;
C1;700/03;Memo: not-yet-exercised termination right — >1yr ≤2yr;sub;N;
C1;700/04;Memo: not-yet-exercised termination right — >2yr;sub;N;
C1;700/05;Memo: not-yet-exercised termination right — total cols 01-04;sub;N;
C1;700/06;Memo: not-yet-exercised termination right — of which: repos;sub;N;
C1;800/01;Memo: already-exercised termination right — overnight;sub;N;
C1;800/02;Memo: already-exercised termination right — ≤1yr;sub;N;
C1;800/03;Memo: already-exercised termination right — >1yr ≤2yr;sub;N;
C1;800/04;Memo: already-exercised termination right — >2yr;sub;N;
C1;800/05;Memo: already-exercised termination right — total cols 01-04;sub;N;
C1;800/06;Memo: already-exercised termination right — of which: repos;sub;N;
C1;100/01;Domestic enterprises+households+NPIs (110+120+130) — overnight;calculate;Y;
C1;100/02;Domestic enterprises+households+NPIs (110+120+130) — ≤1yr;calculate;Y;
C1;100/03;Domestic enterprises+households+NPIs (110+120+130) — >1yr ≤2yr;calculate;Y;
C1;100/04;Domestic enterprises+households+NPIs (110+120+130) — >2yr;calculate;Y;
C1;100/05;Domestic enterprises+households+NPIs (110+120+130) — total cols 01-04;calculate;Y;
C1;100/06;Domestic enterprises+households+NPIs (110+120+130) — of which: repos;calculate;Y;
C1;110/01;Domestic enterprises (111+112+113+114) — overnight;calculate;Y;
C1;110/02;Domestic enterprises (111+112+113+114) — ≤1yr;calculate;Y;
C1;110/03;Domestic enterprises (111+112+113+114) — >1yr ≤2yr;calculate;Y;
C1;110/04;Domestic enterprises (111+112+113+114) — >2yr;calculate;Y;
C1;110/05;Domestic enterprises (111+112+113+114) — total cols 01-04;calculate;Y;
C1;110/06;Domestic enterprises (111+112+113+114) — of which: repos;calculate;Y;
C1;120/01;Domestic households (121+122+123) — overnight;calculate;Y;
C1;120/02;Domestic households (121+122+123) — ≤1yr;calculate;Y;
C1;120/03;Domestic households (121+122+123) — >1yr ≤2yr;calculate;Y;
C1;120/04;Domestic households (121+122+123) — >2yr;calculate;Y;
C1;120/05;Domestic households (121+122+123) — total cols 01-04;calculate;Y;
C1;120/06;Domestic households (121+122+123) — of which: repos;calculate;Y;
C1;200/01;Domestic general government (210+220+230+240+250) — overnight;calculate;N;
C1;200/02;Domestic general government (210+220+230+240+250) — ≤1yr;calculate;N;
C1;200/03;Domestic general government (210+220+230+240+250) — >1yr ≤2yr;calculate;N;
C1;200/04;Domestic general government (210+220+230+240+250) — >2yr;calculate;N;
C1;200/05;Domestic general government (210+220+230+240+250) — total cols 01-04;calculate;N;
